doc_id,source,title,topic,text
GS2_2015_AppointmentTo_12,pyq,GS-II 2015 Q12,"APPOINTMENT TO VARIOUS CONSTITUTIONAL POSTS; CONSTITUTIONAL BODIES (POWERS, FUNCTIONS AND RESPONSIBILITIES); STATUTORY, REGULATORY AND QUASI-JUDICIAL BODIES.","What are the major changes brought in the Arbitration and Conciliation Act, 1996 through the recent Ordinance promulgated by the President? How far will it improve India's dispute resolution mechanism? Discuss."
GS2_2015_AppointmentTo_13,pyq,GS-II 2015 Q13,"APPOINTMENT TO VARIOUS CONSTITUTIONAL POSTS; CONSTITUTIONAL BODIES (POWERS, FUNCTIONS AND RESPONSIBILITIES); STATUTORY, REGULATORY AND QUASI-JUDICIAL BODIES.","""For achieving the desired objectives, it is necessary to ensure that the regulatory institutions remain independent and autonomous."" Discuss in the light of the experiences in recent past."
GS2_2014_AppointmentTo_14,pyq,GS-II 2014 Q14,"APPOINTMENT TO VARIOUS CONSTITUTIONAL POSTS; CONSTITUTIONAL BODIES (POWERS, FUNCTIONS AND RESPONSIBILITIES); STATUTORY, REGULATORY AND QUASI-JUDICIAL BODIES.",National Human Rights Commission (NHRC) in India can be most effective when its tasks are adequately supported by other mechanisms that ensure the accountability of a government. In light of the above observation assess the role of NHRC as an effective complement to the judiciary and other institutions in promoting and protecting human rights standards.
GS2_2014_AppointmentTo_15,pyq,GS-II 2014 Q15,"APPOINTMENT TO VARIOUS CONSTITUTIONAL POSTS; CONSTITUTIONAL BODIES (POWERS, FUNCTIONS AND RESPONSIBILITIES); STATUTORY, REGULATORY AND QUASI-JUDICIAL BODIES.","The setting up of a Rail Tariff Authority to regulate fares will subject the cash strapped Indian Railways to demand subsidy for obligation to operate non-profitable routes and services. Taking into account the experience in the power sector, discuss if the proposed reform is expected to benefit the consumers, the Indian Railways or the private container operators."
GS2_2013_AppointmentTo_16,pyq,GS-II 2013 Q16,"APPOINTMENT TO VARIOUS CONSTITUTIONAL POSTS; CONSTITUTIONAL BODIES (POWERS, FUNCTIONS AND RESPONSIBILITIES); STATUTORY, REGULATORY AND QUASI-JUDICIAL BODIES.",Discuss the recommendations of the 13th Finance Commission which have been a departure from the previous commissions for strengthening the local government finances.
GS2_2013_AppointmentTo_17,pyq,GS-II 2013 Q17,"APPOINTMENT TO VARIOUS CONSTITUTIONAL POSTS; CONSTITUTIONAL BODIES (POWERS, FUNCTIONS AND RESPONSIBILITIES); STATUTORY, REGULATORY AND QUASI-JUDICIAL BODIES.","The product diversification of financial institutions and insurance companies, resulting in overlapping of products and services strengthens the case for the merger of the two regulatory agencies, namely SEBI and IRDA. Justify."
GS2_2022_WelfareSchemes_1,pyq,GS-II 2022 Q1,"WELFARE SCHEMES (CENTRE, STATES; PERFORMANCE, MECHANISMS, LAWS, INSTITUTIONS AND BODIES CONSTITUTED FOR PROTECTION OF VULNERABLE SECTIONS)","The Rights of Persons with Disabilities Act, 2016 remains only a legal document without intense sensitization of Government functionaries and citizens regarding disability. Comment."
GS2_2022_WelfareSchemes_2,pyq,GS-II 2022 Q2,"WELFARE SCHEMES (CENTRE, STATES; PERFORMANCE, MECHANISMS, LAWS, INSTITUTIONS AND BODIES CONSTITUTED FOR PROTECTION OF VULNERABLE SECTIONS)","Besides the welfare schemes, India needs deft management of inflation and unemployment to serve the poor and the underprivileged sections of the society. Discuss"
GS2_2021_WelfareSchemes_3,pyq,GS-II 2021 Q3,"WELFARE SCHEMES (CENTRE, STATES; PERFORMANCE, MECHANISMS, LAWS, INSTITUTIONS AND BODIES CONSTITUTED FOR PROTECTION OF VULNERABLE SECTIONS)","""Though women in post-Independent India have excelled in various fields, the social attitude towards women and feminist movement has been patriarchal."" Apart from women education and women empowerment schemes, what interventions can help change this milieu?"
GS2_2019_WelfareSchemes_4,pyq,GS-II 2019 Q4,"WELFARE SCHEMES (CENTRE, STATES; PERFORMANCE, MECHANISMS, LAWS, INSTITUTIONS AND BODIES CONSTITUTED FOR PROTECTION OF VULNERABLE SECTIONS)",There is a growing divergence in the relationship between poverty and hunger in India. The shrinking of social expenditure by the government is forcing the poor to spend more on Non- Food essential items squeezing their food – budget. Elucidate.
GS2_2019_WelfareSchemes_5,pyq,GS-II 2019 Q5,"WELFARE SCHEMES (CENTRE, STATES; PERFORMANCE, MECHANISMS, LAWS, INSTITUTIONS AND BODIES CONSTITUTED FOR PROTECTION OF VULNERABLE SECTIONS)","'In the context of neo-liberal paradigm of development planning, multi-level planning is expected to make operations cost effective and remove many implementation blockages.'-Discuss."
GS2_2019_WelfareSchemes_6,pyq,GS-II 2019 Q6,"WELFARE SCHEMES (CENTRE, STATES; PERFORMANCE, MECHANISMS, LAWS, INSTITUTIONS AND BODIES CONSTITUTED FOR PROTECTION OF VULNERABLE SECTIONS)",The need for cooperation among various service sector has been an inherent component of development discourse. Partnership bridges bring the gap among the sectors. It also sets in motion a culture of 'Collaboration' and 'team spirit'. In the light of statements above examine India's Development process.
GS2_2019_WelfareSchemes_7,pyq,GS-II 2019 Q7,"WELFARE SCHEMES (CENTRE, STATES; PERFORMANCE, MECHANISMS, LAWS, INSTITUTIONS AND BODIES CONSTITUTED FOR PROTECTION OF VULNERABLE SECTIONS)",Performance of welfare schemes that are implemented for vulnerable sections is not so effective due to absence of their awareness and active involvement at all stages of policy process – Discuss.
GS2_2018_WelfareSchemes_8,pyq,GS-II 2018 Q8,"WELFARE SCHEMES (CENTRE, STATES; PERFORMANCE, MECHANISMS, LAWS, INSTITUTIONS AND BODIES CONSTITUTED FOR PROTECTION OF VULNERABLE SECTIONS)",Whether National Commission for Scheduled Castes (NCSCJ) can enforce the implementation of 2018 constitutional reservation for the Scheduled Castes in the religious minority institutions? Examine.
GS2_2018_WelfareSchemes_9,pyq,GS-II 2018 Q9,"WELFARE SCHEMES (CENTRE, STATES; PERFORMANCE, MECHANISMS, LAWS, INSTITUTIONS AND BODIES CONSTITUTED FOR PROTECTION OF VULNERABLE SECTIONS)",Multiplicity of various commissions for the vulnerable sections or the society leads to problems or overlapping jurisdiction and duplication of functions. Is it better to merge all commissions into an umbrella Human Rights Commission? Argue your case.
GS2_2017_WelfareSchemes_10,pyq,GS-II 2017 Q10,"WELFARE SCHEMES (CENTRE, STATES; PERFORMANCE, MECHANISMS, LAWS, INSTITUTIONS AND BODIES CONSTITUTED FOR PROTECTION OF VULNERABLE SECTIONS)","Does the Rights of Persons with Disabilities Act, 2016 ensure effective mechanism for empowerment and inclusion of the intended beneficiaries in the society? Discuss"
GS2_2014_WelfareSchemes_11,pyq,GS-II 2014 Q11,"WELFARE SCHEMES (CENTRE, STATES; PERFORMANCE, MECHANISMS, LAWS, INSTITUTIONS AND BODIES CONSTITUTED FOR PROTECTION OF VULNERABLE SECTIONS)","Two parallel run schemes of the Government viz. the Aadhaar Card and NPR, one as voluntary and the other as compulsory, have led to debates at national levels and also litigations. On merits, discuss whether or not both schemes need run concurrently. Analyze the potential of the schemes to achieve developmental benefits and equitable growth."
GS2_2014_WelfareSchemes_12,pyq,GS-II 2014 Q12,"WELFARE SCHEMES (CENTRE, STATES; PERFORMANCE, MECHANISMS, LAWS, INSTITUTIONS AND BODIES CONSTITUTED FOR PROTECTION OF VULNERABLE SECTIONS)","Do government's schemes for up-lifting vulnerable and backward communities by protecting required social resources for them, lead to their exclusion in establishing businesses in urban economics?"
GS2_2013_WelfareSchemes_13,pyq,GS-II 2013 Q13,"WELFARE SCHEMES (CENTRE, STATES; PERFORMANCE, MECHANISMS, LAWS, INSTITUTIONS AND BODIES CONSTITUTED FOR PROTECTION OF VULNERABLE SECTIONS)",The basis of providing urban amenities in rural areas (PURA) is rooted in establishing connectivity. Comment.
GS2_2013_WelfareSchemes_14,pyq,GS-II 2013 Q14,"WELFARE SCHEMES (CENTRE, STATES; PERFORMANCE, MECHANISMS, LAWS, INSTITUTIONS AND BODIES CONSTITUTED FOR PROTECTION OF VULNERABLE SECTIONS)","Electronic cash transfer system for the welfare schemes is an ambitious project to minimize corruption, eliminate wastage and facilitate reforms. Comment."
GS2_2021_SocialSector_1,pyq,GS-II 2021 Q1,"SOCIAL SECTOR & SOCIAL SERVICES (HEALTH, EDUCATION, HUMAN RESOURCES - ISSUES IN DEVELOPMENT, MANAGEMENT);","The Right of Children to Free and Compulsory Education Act, 2009 remains inadequate in promoting incentive-based system for children's education without generating awareness about the importance of schooling. Analyse"
GS2_2021_SocialSector_2,pyq,GS-II 2021 Q2,"SOCIAL SECTOR & SOCIAL SERVICES (HEALTH, EDUCATION, HUMAN RESOURCES - ISSUES IN DEVELOPMENT, MANAGEMENT);","""Besides being a moral imperative of Welfare State, primary health structure is a necessary pre- condition for sustainable development."" Analyze."
GS2_2021_SocialSector_3,pyq,GS-II 2021 Q3,"SOCIAL SECTOR & SOCIAL SERVICES (HEALTH, EDUCATION, HUMAN RESOURCES - ISSUES IN DEVELOPMENT, MANAGEMENT);","""'Earn while you learn' scheme needs to be strengthened to make vocational education and skill training meaningful."" Comment."
GS2_2020_SocialSector_4,pyq,GS-II 2020 Q4,"SOCIAL SECTOR & SOCIAL SERVICES (HEALTH, EDUCATION, HUMAN RESOURCES - ISSUES IN DEVELOPMENT, MANAGEMENT);","Has digital illiteracy, particularly in rural areas, couple with lack of Information and Communication Technology (ICT) accessibility hindered socio-economic development? Examine with justification."
GS2_2020_SocialSector_5,pyq,GS-II 2020 Q5,"SOCIAL SECTOR & SOCIAL SERVICES (HEALTH, EDUCATION, HUMAN RESOURCES - ISSUES IN DEVELOPMENT, MANAGEMENT);",National Education Policy 2020 is in conformity with the Sustainable Development Goal-4 (2030). It intends to restructure and reorient education system in India. Critically examine the statement.
GS2_2019_SocialSector_6,pyq,GS-II 2019 Q6,"SOCIAL SECTOR & SOCIAL SERVICES (HEALTH, EDUCATION, HUMAN RESOURCES - ISSUES IN DEVELOPMENT, MANAGEMENT);","In order to enhance the prospects of social development, sound and adequate health care policies are needed particularly in the fields of geriatric and maternal health care. Discuss."
GS2_2018_SocialSector_7,pyq,GS-II 2018 Q7,"SOCIAL SECTOR & SOCIAL SERVICES (HEALTH, EDUCATION, HUMAN RESOURCES - ISSUES IN DEVELOPMENT, MANAGEMENT);","Despite Consistent experience of High growth, India still goes with the lowest indicators of human development. Examine the issues that make balanced and inclusive development elusive."
GS2_2017_SocialSector_8,pyq,GS-II 2017 Q8,"SOCIAL SECTOR & SOCIAL SERVICES (HEALTH, EDUCATION, HUMAN RESOURCES - ISSUES IN DEVELOPMENT, MANAGEMENT);",Appropriate local community-level healthcare intervention is a prerequisite to achieve 'Health for All' in India. Explain
GS2_2016_SocialSector_9,pyq,GS-II 2016 Q9,"SOCIAL SECTOR & SOCIAL SERVICES (HEALTH, EDUCATION, HUMAN RESOURCES - ISSUES IN DEVELOPMENT, MANAGEMENT);","'To ensure effective implementation of policies addressing water, sanitation and hygiene needs, the identification of beneficiary segments is to be synchronized with the anticipated outcomes' Examine the statement in the context of the WASH scheme."
GS2_2016_SocialSector_10,pyq,GS-II 2016 Q10,"SOCIAL SECTOR & SOCIAL SERVICES (HEALTH, EDUCATION, HUMAN RESOURCES - ISSUES IN DEVELOPMENT, MANAGEMENT);",Examine the main provisions of the National Child Policy and throw light on the status of its implementation.
GS2_2016_SocialSector_11,pyq,GS-II 2016 Q11,"SOCIAL SECTOR & SOCIAL SERVICES (HEALTH, EDUCATION, HUMAN RESOURCES - ISSUES IN DEVELOPMENT, MANAGEMENT);","""Demographic Dividend in India will remain only theoretical unless our manpower becomes more educated, aware, skilled and creative."" What measures have been taken by the government to enhance the capacity of our population to be more productive and employable?"
GS2_2015_SocialSector_12,pyq,GS-II 2015 Q12,"SOCIAL SECTOR & SOCIAL SERVICES (HEALTH, EDUCATION, HUMAN RESOURCES - ISSUES IN DEVELOPMENT, MANAGEMENT);",Professor Amartya Sen has advocated important reforms in the realms of primary education and primary health care. What are your suggestions to improve their status and performance?
GS2_2015_SocialSector_13,pyq,GS-II 2015 Q13,"SOCIAL SECTOR & SOCIAL SERVICES (HEALTH, EDUCATION, HUMAN RESOURCES - ISSUES IN DEVELOPMENT, MANAGEMENT);",The quality of higher education in India requires major improvements to make it internationally competitive. Do you think that the entry of foreign educational institutions would help improve the quality of higher and technical education in the country? Discuss.
GS2_2014_SocialSector_14,pyq,GS-II 2014 Q14,"SOCIAL SECTOR & SOCIAL SERVICES (HEALTH, EDUCATION, HUMAN RESOURCES - ISSUES IN DEVELOPMENT, MANAGEMENT);",Public health system has limitations in providing universal health coverage. Do you think that the private sector could help in bridging the gap? What other viable alternatives would you suggest?
GS2_2014_SocialSector_15,pyq,GS-II 2014 Q15,"SOCIAL SECTOR & SOCIAL SERVICES (HEALTH, EDUCATION, HUMAN RESOURCES - ISSUES IN DEVELOPMENT, MANAGEMENT);","An athlete participates in Olympics for personal triumph and nation's glory; victors are showered with cash incentives by various agencies, on their return. Discuss the merit of state sponsored talent hunt and its cultivation as against the rationale of a reward mechanism as encouragement."
GS2_2013_SocialSector_16,pyq,GS-II 2013 Q16,"SOCIAL SECTOR & SOCIAL SERVICES (HEALTH, EDUCATION, HUMAN RESOURCES - ISSUES IN DEVELOPMENT, MANAGEMENT);","Should the premier institutes like IITs/IIMs be allowed to retain premier status, allowed more academic independence in designing courses and also decide mode/criteria of selection of students. Discuss in light of the growing challenges."
GS2_2013_SocialSector_17,pyq,GS-II 2013 Q17,"SOCIAL SECTOR & SOCIAL SERVICES (HEALTH, EDUCATION, HUMAN RESOURCES - ISSUES IN DEVELOPMENT, MANAGEMENT);","The concept of Mid-Day Meal (MDM) scheme is almost a century old in India with early beginnings in Madras Presidency in pre-independent India. The scheme has again been given impetus in most states in the last two decades. Critically examine its twin objectives, latest mandates and success."
GS2_2022_GovernmentPolicies_1,pyq,GS-II 2022 Q1,"GOVERNMENT POLICIES & INTERVENTIONS FOR DEVELOPMENT OF VARIOUS SECTORS (ISSUES IN THEIR DESIGN, IMPLEMENTATION)",The Gati-Shakti Yojana needs meticulous coordination between the government and the private sector to achieve the goal of connectivity. Discuss.
GS2_2022_GovernmentPolicies_2,pyq,GS-II 2022 Q2,"GOVERNMENT POLICIES & INTERVENTIONS FOR DEVELOPMENT OF VARIOUS SECTORS (ISSUES IN THEIR DESIGN, IMPLEMENTATION)","Reforming the government delivery system through the Direct Benefit Transfer Scheme is a progressive step, but it has limitations too. Comment."
GS2_2018_GovernmentPolicies_3,pyq,GS-II 2018 Q3,"GOVERNMENT POLICIES & INTERVENTIONS FOR DEVELOPMENT OF VARIOUS SECTORS (ISSUES IN THEIR DESIGN, IMPLEMENTATION)","""Policy contradictions among various competing sectors and stakeholders have resulted in inadequate 'protection and prevention of degradation' to environment."" Comment with relevant illustration."
GS2_2017_GovernmentPolicies_4,pyq,GS-II 2017 Q4,"GOVERNMENT POLICIES & INTERVENTIONS FOR DEVELOPMENT OF VARIOUS SECTORS (ISSUES IN THEIR DESIGN, IMPLEMENTATION)","Explain the salient features of the constitution (One Hundred and First Amendment) Act, 2016. Do you think it is efficacious enough 'to remove cascading effect of taxes and provide for common national market for goods and services'?"
GS2_2016_GovernmentPolicies_5,pyq,GS-II 2016 Q5,"GOVERNMENT POLICIES & INTERVENTIONS FOR DEVELOPMENT OF VARIOUS SECTORS (ISSUES IN THEIR DESIGN, IMPLEMENTATION)","Has the Indian governmental system responded adequately to the demands of Liberalization, Privatization and Globalization started in 1991? What can the government do to be responsive to this important change?"
GS2_2014_GovernmentPolicies_6,pyq,GS-II 2014 Q6,"GOVERNMENT POLICIES & INTERVENTIONS FOR DEVELOPMENT OF VARIOUS SECTORS (ISSUES IN THEIR DESIGN, IMPLEMENTATION)","Though 100 percent FDI is already allowed in non-news media like a trade publication and general entertainment channel, the Government is mulling over the proposal for increased FDI in news media for quite some time. What difference would an increase in FDI make? Critically evaluate the pros and cons. ASPECTS OF GOVERNANCE; TRANSPARENCY AND ACCOUNTABILITY (INSTITUTIONAL AND OTHER MEASURES); CITIZENS CHARTER; E-GOVERNANCE (APPLICATIONS, MODELS, SUCCESSES, LIMITATIONS, POTENTIAL)"
GS2_2022_DevelopmentProcesses_1,pyq,GS-II 2022 Q1,"DEVELOPMENT PROCESSES & DEVELOPMENT INDUSTRY (ROLE OF NGOS, SHGS, GROUPS & ASSOCIATIONS, DONORS, CHARITIES, INSTITUTIONAL AND OTHER STAKEHOLDERS), PRESSURE GROUPS & FORMAL, INFORMAL ASSOCIATIONS (AND THEIR ROLE IN THE POLITY), ROLE OF CIVIL SERVICES IN A DEMOCRACY.",Do you agree with the view that increasing dependence on donor agencies for development reduces the importance of community participation in the development process? Justify your answer.
GS2_2021_DevelopmentProcesses_2,pyq,GS-II 2021 Q2,"DEVELOPMENT PROCESSES & DEVELOPMENT INDUSTRY (ROLE OF NGOS, SHGS, GROUPS & ASSOCIATIONS, DONORS, CHARITIES, INSTITUTIONAL AND OTHER STAKEHOLDERS), PRESSURE GROUPS & FORMAL, INFORMAL ASSOCIATIONS (AND THEIR ROLE IN THE POLITY), ROLE OF CIVIL SERVICES IN A DEMOCRACY.",Can Civil Society and Non-Governmental Organizations present an alternative model of public service delivery to benefit the common citizen. Discuss the challenges of this alternative model.
GS2_2021_DevelopmentProcesses_3,pyq,GS-II 2021 Q3,"DEVELOPMENT PROCESSES & DEVELOPMENT INDUSTRY (ROLE OF NGOS, SHGS, GROUPS & ASSOCIATIONS, DONORS, CHARITIES, INSTITUTIONAL AND OTHER STAKEHOLDERS), PRESSURE GROUPS & FORMAL, INFORMAL ASSOCIATIONS (AND THEIR ROLE IN THE POLITY), ROLE OF CIVIL SERVICES IN A DEMOCRACY.","""Pressure groups play a vital role in influencing public policy making in India."" Explain how the business associations contribute to public policies."
GS2_2020_DevelopmentProcesses_4,pyq,GS-II 2020 Q4,"DEVELOPMENT PROCESSES & DEVELOPMENT INDUSTRY (ROLE OF NGOS, SHGS, GROUPS & ASSOCIATIONS, DONORS, CHARITIES, INSTITUTIONAL AND OTHER STAKEHOLDERS), PRESSURE GROUPS & FORMAL, INFORMAL ASSOCIATIONS (AND THEIR ROLE IN THE POLITY), ROLE OF CIVIL SERVICES IN A DEMOCRACY.","""Institutional quality is a crucial driver of economic performance"". In this context suggest reforms in Civil Service for strengthening democracy."
GS2_2019_DevelopmentProcesses_5,pyq,GS-II 2019 Q5,"DEVELOPMENT PROCESSES & DEVELOPMENT INDUSTRY (ROLE OF NGOS, SHGS, GROUPS & ASSOCIATIONS, DONORS, CHARITIES, INSTITUTIONAL AND OTHER STAKEHOLDERS), PRESSURE GROUPS & FORMAL, INFORMAL ASSOCIATIONS (AND THEIR ROLE IN THE POLITY), ROLE OF CIVIL SERVICES IN A DEMOCRACY.",What are the methods used by the Farmers organizations to influence the policy- makers in India and how effective are these methods?
GS2_2017_DevelopmentProcesses_6,pyq,GS-II 2017 Q6,"DEVELOPMENT PROCESSES & DEVELOPMENT INDUSTRY (ROLE OF NGOS, SHGS, GROUPS & ASSOCIATIONS, DONORS, CHARITIES, INSTITUTIONAL AND OTHER STAKEHOLDERS), PRESSURE GROUPS & FORMAL, INFORMAL ASSOCIATIONS (AND THEIR ROLE IN THE POLITY), ROLE OF CIVIL SERVICES IN A DEMOCRACY.","Initially Civil Services in India were designed to achieve the goals of neutrality and effectiveness, which seems to be lacking in the present context. Do you agree with the view that drastic reforms are required in Civil Services? Comment"
GS2_2017_DevelopmentProcesses_7,pyq,GS-II 2017 Q7,"DEVELOPMENT PROCESSES & DEVELOPMENT INDUSTRY (ROLE OF NGOS, SHGS, GROUPS & ASSOCIATIONS, DONORS, CHARITIES, INSTITUTIONAL AND OTHER STAKEHOLDERS), PRESSURE GROUPS & FORMAL, INFORMAL ASSOCIATIONS (AND THEIR ROLE IN THE POLITY), ROLE OF CIVIL SERVICES IN A DEMOCRACY.",'The emergence of Self-Help Groups (SHGs) in contemporary times points to the slow but steady withdrawal of the state from developmental activities. Examine the role of the SHGs in developmental activities and the measures taken by the Government of India to promote the SHGs.
GS2_2017_DevelopmentProcesses_8,pyq,GS-II 2017 Q8,"DEVELOPMENT PROCESSES & DEVELOPMENT INDUSTRY (ROLE OF NGOS, SHGS, GROUPS & ASSOCIATIONS, DONORS, CHARITIES, INSTITUTIONAL AND OTHER STAKEHOLDERS), PRESSURE GROUPS & FORMAL, INFORMAL ASSOCIATIONS (AND THEIR ROLE IN THE POLITY), ROLE OF CIVIL SERVICES IN A DEMOCRACY.",How do pressure groups influence Indian political process? Do you agree with this view that informal pressure groups have emerged as powerful than formal pressure groups in recent years?
GS2_2016_DevelopmentProcesses_9,pyq,GS-II 2016 Q9,"DEVELOPMENT PROCESSES & DEVELOPMENT INDUSTRY (ROLE OF NGOS, SHGS, GROUPS & ASSOCIATIONS, DONORS, CHARITIES, INSTITUTIONAL AND OTHER STAKEHOLDERS), PRESSURE GROUPS & FORMAL, INFORMAL ASSOCIATIONS (AND THEIR ROLE IN THE POLITY), ROLE OF CIVIL SERVICES IN A DEMOCRACY.","""In the Indian governance system, the role of non-state actors has been only marginal."" Critically examine this statement."
GS2_2016_DevelopmentProcesses_10,pyq,GS-II 2016 Q10,"DEVELOPMENT PROCESSES & DEVELOPMENT INDUSTRY (ROLE OF NGOS, SHGS, GROUPS & ASSOCIATIONS, DONORS, CHARITIES, INSTITUTIONAL AND OTHER STAKEHOLDERS), PRESSURE GROUPS & FORMAL, INFORMAL ASSOCIATIONS (AND THEIR ROLE IN THE POLITY), ROLE OF CIVIL SERVICES IN A DEMOCRACY.","""Traditional bureaucratic structure and culture have hampered the process of socio-economic development in India."" Comment."
GS2_2015_DevelopmentProcesses_11,pyq,GS-II 2015 Q11,"DEVELOPMENT PROCESSES & DEVELOPMENT INDUSTRY (ROLE OF NGOS, SHGS, GROUPS & ASSOCIATIONS, DONORS, CHARITIES, INSTITUTIONAL AND OTHER STAKEHOLDERS), PRESSURE GROUPS & FORMAL, INFORMAL ASSOCIATIONS (AND THEIR ROLE IN THE POLITY), ROLE OF CIVIL SERVICES IN A DEMOCRACY.","Examine critically the recent changes in the rules governing foreign funding of NGOs under the Foreign Contribution (Regulation) Act (FCRA), 1976."
GS2_2015_DevelopmentProcesses_12,pyq,GS-II 2015 Q12,"DEVELOPMENT PROCESSES & DEVELOPMENT INDUSTRY (ROLE OF NGOS, SHGS, GROUPS & ASSOCIATIONS, DONORS, CHARITIES, INSTITUTIONAL AND OTHER STAKEHOLDERS), PRESSURE GROUPS & FORMAL, INFORMAL ASSOCIATIONS (AND THEIR ROLE IN THE POLITY), ROLE OF CIVIL SERVICES IN A DEMOCRACY.","The Self-Help Group (SHG) Bank Linkage Programme (SBLP), which is India's own innovation, has proved to be one of the most effective poverty alleviation and women empowerment programmes. Elucidate."
GS2_2015_DevelopmentProcesses_13,pyq,GS-II 2015 Q13,"DEVELOPMENT PROCESSES & DEVELOPMENT INDUSTRY (ROLE OF NGOS, SHGS, GROUPS & ASSOCIATIONS, DONORS, CHARITIES, INSTITUTIONAL AND OTHER STAKEHOLDERS), PRESSURE GROUPS & FORMAL, INFORMAL ASSOCIATIONS (AND THEIR ROLE IN THE POLITY), ROLE OF CIVIL SERVICES IN A DEMOCRACY.",How can the role of NGOs be strengthened in India for development works relating to protection of the environment? Discuss throwing light on the major constraints.
GS2_2014_DevelopmentProcesses_14,pyq,GS-II 2014 Q14,"DEVELOPMENT PROCESSES & DEVELOPMENT INDUSTRY (ROLE OF NGOS, SHGS, GROUPS & ASSOCIATIONS, DONORS, CHARITIES, INSTITUTIONAL AND OTHER STAKEHOLDERS), PRESSURE GROUPS & FORMAL, INFORMAL ASSOCIATIONS (AND THEIR ROLE IN THE POLITY), ROLE OF CIVIL SERVICES IN A DEMOCRACY.",Has the Cadre based Civil Services Organisation been the cause of slow change in India? Critically examine.
GS2_2014_DevelopmentProcesses_15,pyq,GS-II 2014 Q15,"DEVELOPMENT PROCESSES & DEVELOPMENT INDUSTRY (ROLE OF NGOS, SHGS, GROUPS & ASSOCIATIONS, DONORS, CHARITIES, INSTITUTIONAL AND OTHER STAKEHOLDERS), PRESSURE GROUPS & FORMAL, INFORMAL ASSOCIATIONS (AND THEIR ROLE IN THE POLITY), ROLE OF CIVIL SERVICES IN A DEMOCRACY.",The penetration of Self-Help Groups (SHGs) in rural areas in promoting participation in development programmes is facing socio-cultural hurdles. Examine.
GS2_2013_DevelopmentProcesses_16,pyq,GS-II 2013 Q16,"DEVELOPMENT PROCESSES & DEVELOPMENT INDUSTRY (ROLE OF NGOS, SHGS, GROUPS & ASSOCIATIONS, DONORS, CHARITIES, INSTITUTIONAL AND OTHER STAKEHOLDERS), PRESSURE GROUPS & FORMAL, INFORMAL ASSOCIATIONS (AND THEIR ROLE IN THE POLITY), ROLE OF CIVIL SERVICES IN A DEMOCRACY.","The legitimacy and accountability of Self-Help Groups (SHGs) and their patrons, the micro-finance outfits, need systematic assessment and scrutiny for the sustained success of the concept. Discuss."
GS2_2013_DevelopmentProcesses_17,pyq,GS-II 2013 Q17,"DEVELOPMENT PROCESSES & DEVELOPMENT INDUSTRY (ROLE OF NGOS, SHGS, GROUPS & ASSOCIATIONS, DONORS, CHARITIES, INSTITUTIONAL AND OTHER STAKEHOLDERS), PRESSURE GROUPS & FORMAL, INFORMAL ASSOCIATIONS (AND THEIR ROLE IN THE POLITY), ROLE OF CIVIL SERVICES IN A DEMOCRACY.","Pressure group politics is sometimes seen as the informal face of politics. With regards to the above, assess the structure and functioning of pressure groups in India."
GS2_2022_IndiaAnd_1,pyq,GS-II 2022 Q1,INDIA AND ITS NEIGHBOURHOOD (RELATIONS),'India is an age-old friend of Sri Lanka'. Discuss India's role in the recent crisis in Sri Lanka in light of the preceding statement.
GS2_2014_IndiaAnd_2,pyq,GS-II 2014 Q2,INDIA AND ITS NEIGHBOURHOOD (RELATIONS),"""Increasing cross-border terrorist attacks in India and growing interference in the internal affairs of several member-states by Pakistan are not conducive for the future of SAARC (South Asian Association for Regional Cooperation)."" Explain with suitable examples"
GS2_2013_IndiaAnd_3,pyq,GS-II 2013 Q3,INDIA AND ITS NEIGHBOURHOOD (RELATIONS),Project `Mausam' is considered a unique foreign policy initiative of the Indian Government to improve relationship with its neighbors. Does the project have a strategic dimension? Discuss.
GS2_2013_IndiaAnd_4,pyq,GS-II 2013 Q4,INDIA AND ITS NEIGHBOURHOOD (RELATIONS),Terrorist activities and mutual distrust have clouded India-Pakistan relations. To what extent the use of soft power like sports and cultural exchanges could help generate goodwill between the two countries? Discuss with suitable examples.
GS2_2013_IndiaAnd_5,pyq,GS-II 2013 Q5,INDIA AND ITS NEIGHBOURHOOD (RELATIONS),"With respect to the South China sea, maritime territorial disputes and rising tension affirm the need for safeguarding maritime security to ensure freedom of navigation and over flight throughout the region. In this context, discuss the bilateral issues between India and China."
GS2_2013_IndiaAnd_6,pyq,GS-II 2013 Q6,INDIA AND ITS NEIGHBOURHOOD (RELATIONS),"'China is using its economic relations and positive trade surplus as tools to develop potential military power status in Asia', In the light of this statement, discuss its impact on India as her neighbor"
GS2_2013_IndiaAnd_7,pyq,GS-II 2013 Q7,INDIA AND ITS NEIGHBOURHOOD (RELATIONS),The proposed withdrawal of International Security Assistance Force (ISAF) from Afghanistan in 2014 is fraught with major security implications for the countries of the region. Examine in light of the fact that India is faced with a plethora of challenges and needs to safeguard its own strategic interests.
GS2_2013_IndiaAnd_8,pyq,GS-II 2013 Q8,INDIA AND ITS NEIGHBOURHOOD (RELATIONS),What do you understand by 'The String of Pearls'? How does it impact India? Briefly outline the steps taken by India to counter this.
GS2_2013_IndiaAnd_9,pyq,GS-II 2013 Q9,INDIA AND ITS NEIGHBOURHOOD (RELATIONS),The protests in Shahbag Square in Dhaka in Bangladesh reveal a fundamental split in society between the nationalists and Islamic forces. What is its significance for India?
